Sr no,HEAD,HEAD_NAME,min_name_new
447,9132,"South Central Zone Cultural Centre,Thanjavur",Culture
448,9133,National Council of Science Museums(NCSM),Culture
449,9134,"National Science Centre,Delhi",Culture
450,9135,"Nehru Science Centre, Mumbai",Culture
451,9136,"Khuda Bakhsh Oriental Public Library,Patna",Culture
452,9137,"National Culture Fund(NCF),Delhi",Culture
453,9138,"South Central Zone Cultural Centre,Nagpur",Culture
454,9139,"National Museum Institute, Delhi",Culture
455,9140,"Central Institute of Himalayan Culture Studies (CIHCS),Dahung",Culture
456,9141,Kathak Kendra,Culture
457,9142,The Nehru Memorial Museum and Library,Culture
458,10101,D/o. Defence/Integrated Defence Headquarters,Defence
459,10102,Military Engineering Service,Defence
460,10103,"DG, EME",Defence
461,10104,"DG, AFMS",Defence
462,10105,DG Military Farms,Defence
463,10106,DG Defence Estates,Defence
464,10107,JS (Trg) & CAO,Defence
465,10108,Directorate of Public Relations,Defence
466,10109,Army Purchase Organisation,Defence
467,10110,"DG,NCC",Defence
468,10111,"Defence Services Staff College, Tamil Nadu",Defence
469,10112,"National Defence Academy, Pune",Defence
470,10113,Institute of Defence Studies & Analysis,Defence
471,10114,Army Postal Service,Defence
472,10115,DIPAC,Defence
473,10116,Military Training,Defence
474,10117,Sectt. Board of Canteen Services,Defence
475,10118,"ASC Centre  & College, Bangalore",Defence
476,10119,Coast Guard,Defence
477,10120,Territorial Army,Defence
478,10121,Dte. of Military Regulations & Forms,Defence
479,10122,Services Sports Control Board,Defence
480,10123,"General Staff Br, Hqrt, Armed Corps Centre And School, Ahmadnagar",Defence
481,10124,Rashtrapati Ke Angrakshak,Defence
482,10125,Ministry of Defence (Civil),Defence
483,10126,"The Kumaon Regimental Centre, Ranikhet",Defence
484,10127,"ADGPI,Indian Army",Defence
485,10128,"Army Sports Institute, Pune",Defence
486,10129,"Hindustan Aeronautical Limited, New Delhi",Defence
487,10130,Natioanal Defence College - New Delhi,Defence
488,10131,HQ Integrated Defence Staff,Defence
489,10132,HQ Andman And Nicobar Command (ANC),Defence
490,10133,Startegic Forces Command (SFC),Defence
491,10134,Additional Directorate general Of Signal Intelligence,Defence
492,10135,College Of Defence Management (CDM),Defence
493,10136,"Army Hospital (Research And Referral),New Delhi",Defence
494,10137,ADG Admin And Coord,Defence
495,10138,Directorate general Of Signals(Sig-2) ,Defence
496,10139,Centre for Land Warfare Studies (CLAWS),Defence
497,10140,Army Airborne Training School (AATS),Defence
498,10141,6th Battalion-The Parachute Regiment,Defence
499,10142,"Military Farms Branch,Central Command",Defence
500,10143,"Defence Estates Office,Jammu",Defence
501,10144,"Defence Estates Office,Chandigarh",Defence
502,10145,Ministry of Defence(sectt.),Defence
503,10146,"Armed Forces Tribunal,Principal Bench",Defence
504,10147,Coast Guard PRO,Defence
505,10148,National Institute for R&D in Defence Shipbuilding(NIRDESH),Defence
506,10149,"DG,Medical Service(Army)",Defence
507,10150,"Armed Forces Medical Depot,New Delhi",Defence
508,10151,"The Jat Regiment Centre,Bareilly",Defence
509,10152,"Headquarters The Infantry School,Mhow",Defence
510,10153,"The Madras Regimental Centre,Wellington",Defence
511,10201,Deptt. of Defence Production & Supply/Ordnance Factories Board (OFB),Defence
512,10202,"DG, Ordnance Services",Defence
513,10203,DG QA,Defence
514,10204,DG AQA,Defence
515,10205,Defence Exhibition Organisation,Defence
516,10206,Mazagaon Docks Limited,Defence
517,10207,"MIDHANI, Hyderabad",Defence
518,10208,"GS(System), Western Command",Defence
519,10209,"Nehru Institute Of Mountaineering,Uttarkashi",Defence
520,10301,Deptt. of  Defence Research & Development/DRDO,Defence
521,10302,"Society for Integrated Circuit Technology & Applied Research, Bangalore.",Defence
522,10303,"Gallium Arsenide Technology Centre, Hyderabad",Defence
523,10401,"Deptt. of Ex-servicemen Welfare (DG, Resettlement)",Defence
524,10402,ECHS,Defence
525,10403,Ceremonial & Welfare Dte.,Defence
526,10404,"Army Central Welfare Fund, New Delhi",Defence
527,10405,"Kendriya Sainik Board (DGR), Delhi Hq.",Defence
528,10406,"Finance Services,D/O, Ex Servicemen Welfare",Defence
529,10501,Deptt. of Defence Finance (CGDA),Defence
530,10502,"The Principal CDA (Pension), Allahabad",Defence
531,10503,Weapons And Electronic System Engineering Establishment(WESEE),Defence
532,10601,Army (Rectt),Defence
533,10602,"DG, Supplies & Transport",Defence
534,10603,Northern Command,Defence
535,10604,Western Command,Defence
536,10605,Eastern Command,Defence
537,10606,Central Command - ST Branch,Defence
538,10607,Southern Command,Defence
539,10608,South West Command,Defence
540,10609,Station HQs Field Firing Ranges,Defence
541,10610,"ADG, Movement",Defence
542,10611,"DG, MAP",Defence
543,10612,"School of Artillery, Devlali",Defence
544,10613,Station HQ Delhi Cantt,Defence
545,10614,"Army HQ, QMG Branch",Defence
546,10615,"Army HQ, GS Branch",Defence
547,10616,"Military College of Telecommunication Engineering, Mhow",Defence
548,10617,Army Group Insurance Fund,Defence
549,10618,Armoured Corps Centre and School,Defence
550,10619,South Western Command (MIS),Defence
551,10620,"Dte Gen of Army Air Defence,IHQ (Army)",Defence
552,10621,Army DGR Recruitment,Defence
553,10622,MOD-Cheque,Defence
554,10623,"Bengal Engineer GP & Center, Roorkee",Defence
555,10624,"ddgit, IHQ",Defence
556,10625,HQ Chhattisgarh and Odisha Sub Area,Defence
557,10626,1 Signal Training Centre(1 STC),Defence
558,10627,Officers Training Academy(OTA),Defence
559,10628,Indian Military Academy (IMA),Defence
560,10629,"College of Military Engineering,Pune",Defence
561,10630,"Selection Centre Central,Sultania Infantry Lines,Bhopal",Defence
562,10631,"HQ Army Training Command,Shimla",Defence
563,10701,Indian Navy (Rectt.),Defence
564,10702,Indian Navy (CL),Defence
565,10703,India Naval Fleet,Defence
566,10801,Indian Air Force(Rectt.),Defence
567,10802,Indian Air Force (CL),Defence
568,10803,"Central Airmen Selection Board(CASB),New Delhi",Defence
569,10901,Border Roads Organisation,Defence
570,11101,Ministry of DONER,DONER
571,11102,"North Eastern Council, Shillong",DONER
572,11103,"North Eastern Regional Institute Of Water And Land management (NERIWALM),Tezpur",DONER
573,11104,"North Eastern Council,Shillong",DONER
574,11105,NERAMAC Ltd.,DONER
575,12101,Ministry of Earth Sciences,Earth Sciences
576,12102,Indian Meteorological Department,Earth Sciences
577,12103,"National Centre for Antarctic and Ocean Research, Goa",Earth Sciences
578,12104,"Indian National Centre for Ocean Information Services, Hyderabad",Earth Sciences
579,12105,"Indian Institute of Tropical Meteorology, Pune",Earth Sciences
580,12106,"National Institute of Ocean Technology, Chennai",Earth Sciences
581,12107,"Natioanl Centre for Medium Range Weather Forecasting,Noida",Earth Sciences
582,12108,National Centre for Earth Science Studies(NCESS),Earth Sciences
583,12109,"National Centre for Seismology,New Delhi",Earth Sciences
584,12110,"Centre For Marine Living Resources & Ecology (CMLRE),Kochi",Earth Sciences
585,13101,Ministry of Environment & Forests,Environment & Forest
586,13102,"Animal Welfare Division, M/o Environment & Forests",Environment & Forest
587,13103,"Animal Welfare Board of India, Chennai",Environment & Forest
588,13104,National Environment Afforestation Development Board,Environment & Forest
589,13105,Zoological Survey of India,Environment & Forest
590,13106,"Central Zoo Authority, Delhi",Environment & Forest
591,13107,Botanical Survey of India,Environment & Forest
592,13108,"National Zoological Park,Delhi",Environment & Forest
593,13109,"National Museum of Natural History, Delhi",Environment & Forest
594,13110,"Dte. of Forest Education, Dehradun",Environment & Forest
595,13111,National River Conservation  Directorate,Environment & Forest
596,13112,Forest Survey of India,Environment & Forest
597,13113,Central Pollution Control Board,Environment & Forest
598,13114,"National Institute of Forest Management, Bhopal",Environment & Forest
599,13115,"GBP Instt. of Himalayan, Almora",Environment & Forest
600,13116,"Indira Gandhi National Forest Academy, Dehradun",Environment & Forest
601,13117,"Indian Council of Forestry Research & Education, Dehradun",Environment & Forest
602,13118,Instt. of Wood Science & Technology,Environment & Forest
603,13119,Indian Plywood Industries Research & Training Institute Bangalore,Environment & Forest
604,13120,"Civil Construction Unit(Delhi), M/o Environment & Forest",Environment & Forest
605,13121,"Civil Construction Unit(Hyderabad), M/o Environment & Forest",Environment & Forest
606,13122,"Civil Construction Unit(Bhubaneswar), M/o Environment & Forest",Environment & Forest
607,13123,"State Forest Service College, Coimbatore",Environment & Forest
608,13124,National Mission For Clean Ganaga (NMCG),Environment & Forest
609,13125,Wildlife Crime Control Bureau,Environment & Forest
610,13126,Society of Integrated Coastal Management (SICOM),Environment & Forest
611,13127,Committee for the Purpose of Control and Supervision of Experiments on Animals(CPCSEA),Environment & Forest
612,13128,"National Institute of Animal Welfare(NIAW),Faridabad",Environment & Forest
613,13129,"National Institute of Animal Welfare(NIAW),New Delhi",Environment & Forest
614,13130,"M/o Environment Forest & Climate Chnage,Regional Office (Southern Zone),Bangalore",Environment & Forest
615,14101,ITP Division,External Affairs
616,14102,PROP,External Affairs
617,14103,ADMIN,External Affairs
618,14104,Q/SE (iii),External Affairs
619,14105,Q/CAD,External Affairs
620,14106,"CPV Division, Ministry of External Affairs",External Affairs
621,14107,Maldives Division,External Affairs
622,14108,Kailash Mansarovar Yatra,External Affairs
623,14109,P&E,External Affairs
624,14110,XP Division,External Affairs
625,14111,PB-II,External Affairs
626,14112,Haj Committee,External Affairs
627,14113,SE-II,External Affairs
628,14114,MEA (FSP),External Affairs
629,14115,"Passport Office, Min. of External Affairs, Trivandrum",External Affairs
630,14116,"Research and Information System for Developing Countries (RIS), New Delhi",External Affairs
631,14117,Indian Council Of World Affairs,External Affairs
632,14118,M UD&PA - DIRECTORATE OF ESTATE,External Affairs
633,14119,Nalanda University,External Affairs
634,14120,"Foreign Service Institute, New Delhi",External Affairs
635,14121,Bangladesh Myanmar (BM) Divison,External Affairs
636,14122,Regional Passport office(RPO) Goa,External Affairs
637,14123,Indian Council for Cultural Relations,External Affairs
638,15101,Deptt. of Expenditure,Finance
639,15102,Pension Fund Regulatory & Development Authority,Finance
640,15103,"Accountant General, Delhi",Finance
641,15104,"Accountant General, Bangalore",Finance
642,15105,"Accountant General, Shimla",Finance
643,15106,"Accountant General, Chandigarh",Finance
644,15107,"Accountant General (Civil Audit),Bhubaneswar",Finance
645,15108,"Principal Accountant General,CHENNAI",Finance
646,15109,"Indian Audit And Accounts Department, West Begal",Finance
647,15110,"Accountant General,Jharkhand",Finance
648,15111,Central Pension Accounting Office New Delhi,Finance
649,15112,National Pension System Trust(NPS Trust),Finance
650,15113,Atal Pension Yojana (APY),Finance
651,15114,Public Financial Management System(PFMS),Finance
652,15115,"Arun Jaitley National Institute of Financial Management,Faridabad",Finance
653,15201,Economic Affairs,Finance
654,15202,Industrial Finance Corporation Of India New Delhi,Finance
655,15203,"National Instt. of Finance Management, Faridabad",Finance
656,15204,Securities and Exchange Board of India,Finance
657,15205,Currency Press Nasik,Finance
658,15206,"Bank Note Press, Dewas",Finance
659,15207,India Security Press Nasik,Finance
660,15208,"India Security Press, Hyderabad",Finance
661,15209,"Security Paper Mill, Hoshangabad",Finance
662,15210,"India Govt. Mint, Mumbai",Finance
663,15211,"India Govt. Mint, Noida",Finance
664,15212,"India Govt. Mint, Kolkata",Finance
665,15213,"India Govt. Mint, Hyderabad",Finance
666,15214,BIFR,Finance
667,15215,National Savings Organisation,Finance
668,15216,Currency and Coinage Division,Finance
669,15217,O/o. The Custodian,Finance
670,15218,"Economic Debt Recovery Tribunal, Vishakhapatnam",Finance
671,15219,Appellate Tribunal for Forfieted Property,Finance
672,15220,Insurance Regulatory And Development Authority (IRDA),Finance
673,15221,Mumbai Debts Recovery Tribunal,Finance
674,15222,NSDC National Skill Development Corporation,Finance
675,15223,"General Insurance Council,Mumbai",Finance
676,15224,"Debts Recovery Tribunal, Hyderabad",Finance
677,15225,"Debts Recovery Tribunal, Pune",Finance
678,15226,"Debts Recovery Tribunal-2, Ernakulam",Finance
679,15227,"Office of the Executive Council of Insurers,Mumbai",Finance
680,15228,"International Financial Services Centres Authority(IFSCA),Gandhinagar",Finance
681,15301,Deptt. of Revenue,Finance
682,15302,"SAFEMA, Mumbai",Finance
683,15303,"Central Economic Intelligence Bureau, Delhi",Finance
684,15304,"Enforcement Dte., Delhi",Finance
685,15305,"National Institute Of Public Finance & Policy, Delhi",Finance
686,15306,"Directorate General of Central Excise Intelligence, Guwahati Regional Unit",Finance
687,15307,"Enforcement Dte., Mumbai",Finance
688,15308,"Customs,Central Excise & Service Tax Settlement Commission,Kolkata",Finance
689,15309,"O/o The Tax Recovery Officer,Gurugram",Finance
690,15310,"Directorate of Income Tax(Risk Assessment),CBDT,New Delhi",Finance
691,15311,"O/o The Tax Recovery Officer,Panchkula",Finance
692,15312,Tax Policy Research Unit,Finance
693,15313,"Office of the Commissioner of Customs(Preventive), Jamnagar",Finance
694,15314,"Financial Intelligence Unit-India(FIU-IND), New Delhi",Finance
695,15401,"Income Tax (PR & RSP), Delhi.",Finance
696,15402,"Dte. of Income Tax, Delhi",Finance
697,15403,Commissioner of Income Tax Delhi,Finance
698,15404,"IT Settlement Commission, Delhi",Finance
699,15405,Dte. of Revenue Intelligence Delhi,Finance
700,15406,Commissioner of Income Tax (Computer Operation),Finance
701,15407,IT Appellate Tribunal Mumbai,Finance
702,15408,"IT Settlement Commission, Kolkata",Finance
703,15409,"National Academy of Direct Taxes, Nagpur",Finance
704,15410,Directorate Of Income Tax (Systems),Finance
705,15411,"Chief Commissioner of Income Tax, Ghaziabad",Finance
706,15412,"Commissioner of Income Tax, Nagpur",Finance
707,15413,"Commissioner of Income Tax, Kolkata",Finance
708,15414,Authority for Advance Ruling,Finance
709,15415,Department of Financial Service-Banking Division,Finance
710,15416,"Commissioner of Income Tax, Panaji",Finance
711,15417,"Office Of The Income Tax Officer,Ward 49(3) Delhi",Finance
712,15418,"Commissioner of Income Tax,Noida",Finance
713,15419,Dte. of Revenue Intelligence Mumbai,Finance
714,15420,Intelligence And Criminal Investigation,Finance
715,15421,"Principal Cheif Commissioner Of Income-Tax, Karnatka-Goa Region",Finance
716,15422,"Principal Cheif Commissioner Of Income-Tax, AP AND Telangana",Finance
717,15423,"National Credit guarantee Trustee Company ltd.(NCGTC),Mumbai",Finance
718,15424,"DDO,CIT (TDS)-2,New Delhi",Finance
719,15425,Central Registry of Securitisation Asset Reconstruction and Security Interest of India,Finance
720,15426,Office of the Tax Recovery Officer - Asansol,Finance
721,15427,"Office of the Tax Recovery Officer, Pr. CIT-15,Delhi",Finance
722,15428,"Office of the Tax Recovery Officer, Pr. CIT-20,Delhi",Finance
723,15501,Central Board of Excise & Customs,Finance
724,15502,PR Customs & Central Excise,Finance
725,15503,"Commissioner of Central Excise, Delhi",Finance
726,15504,"Dy. Commissioner  Service Tax, Delhi",Finance
727,15505,Collector Customs IGI Airport Delhi,Finance
728,15506,"Commissioner of Customs, Delhi",Finance
729,15507,"Dte. General of Systems & Data Management, Customs & Central Excise",Finance
730,15508,Customs & Gold Control Appellate Tribunal,Finance
731,15509,"Custom, Central Excise & Service Tax Appellate Tribunal, Delhi",Finance
732,15510,DG Inspection Customs and Central Excise Delhi,Finance
733,15511,DG Central Excise Intelligence,Finance
734,15512,"Dte. of Logistics, Customs & Central Excise",Finance
735,15513,Customs & Central Excise Bangalore,Finance
736,15514,Customs Mangalore,Finance
737,15515,"Customs House, Kolkata",Finance
738,15516,"Customs & Excise, Ghaziabad",Finance
739,15517,"DC Customs, Ahmedabad",Finance
740,15518,"Commissioner of Customs, Panaji",Finance
741,15519,"Dy. Commissioner Customs, Faridabad",Finance
742,15520,"Dy. Commisioner Customs, Tiruchirapalli",Finance
743,15521,"Commissioner, Central Excise, Jaipur",Finance
744,15522,"Commissioner of Central Excise, Rohtak",Finance
745,15523,"Commissioner of Customs, Chennai Airport",Finance
746,15524,"Commissioner of Customs & Central Excise, Hyderabad",Finance
747,15525,Dte. of Preventive Operations,Finance
748,15526,"National Academy of Customs, Excise & Narcotics, Faridabad/Delhi.",Finance
749,15527,"Commissioner of Customs, Cerntral Excise and Service Tax, Belgaum",Finance
750,15528,"Central Excise and Service Tax, Guwahati",Finance
751,15529,"Commissioner of Central Excise,Pune",Finance
752,15530,"OFFICE OF THE COMMISSIONER OF CUSTOMS, CENTRAL EXCISE & SERVICE TAX - AURANGABAD",Finance
753,15531,"Central Excise Commissionerate,Chandigarh",Finance
754,15532,"Office Of The Commissioner Of Central Excise,Preventive Wing II,Belgaum",Finance
755,15533,The New India Assurance Company Ltd. Delhi Regional Office-I,Finance
756,15534,"Asst. Commissioner Customs,Central Excise & Service Tax,Devas Tax,Devas",Finance
757,15535,"Commissioner Customs,Central Excise & Service Tax,Ujjain",Finance
758,15536,Principal Commissioner of Customs(Export) Inland Container Depot,Finance
759,15537,"O/o Principal Commissioner of Customs,Commissionerate-III,Chennai",Finance
760,15538,"Office Of The Commissioner Of Central Tax GST Central Excise,G. Noida",Finance
761,15539,"Office Of The Commissioner Of Central Tax,Delhi West",Finance
762,15540,Principal Commissioner of Customs(Import) Inland Container Depot,Finance
763,15601,D/o. Disinvestment,Finance
764,16101,Ministry of Food Processing Industries,Food Processing Industries
765,16102,"NIFTEM, Haryana",Food Processing Industries
766,16103,"Indian Institute of Food Processing Technology (IIFPT),Thanjavur",Food Processing Industries
767,17101,D/o. Health & FamilyWelfare,Health & Family Welfare
768,17102,Health & Family Welfare (IEC),Health & Family Welfare
769,17103,National Vector Borne Disease Control Programme,Health & Family Welfare
770,17104,NACO(AIDS),Health & Family Welfare
771,17105,NACO(Blood Donation),Health & Family Welfare
772,17106,Deptt. of Health (DMS/PFA),Health & Family Welfare
773,17107,Deptt. of Health (Estt.I),Health & Family Welfare
774,17108,Deptt. of Heath (Estt.III),Health & Family Welfare
775,17109,Medical Council of India,Health & Family Welfare
776,17110,Dental Council of India,Health & Family Welfare
777,17111,Indian Nursing Council,Health & Family Welfare
778,17112,AIIMS,Health & Family Welfare
779,17113,"SGPGI, Lucknow",Health & Family Welfare
780,17114,"National Instt. of Biologicals, Noida",Health & Family Welfare
781,17115,Instt. of Microtechnologies Chandigarh,Health & Family Welfare
782,17116,"Bharat Immunobilogicals & Biological, Bulandshahar",Health & Family Welfare
783,17117,Malaria Research Centre Delhi,Health & Family Welfare
784,17118,National Trust for Autism,Health & Family Welfare
785,17119,"NEIGI, Instt. Shillong",Health & Family Welfare
786,17120,National Instt. of Cholera,Health & Family Welfare
787,17121,International Instt. of Population Science,Health & Family Welfare
788,17122,RPM Instt. Patna,Health & Family Welfare
789,17123,LRS Instt. of TB Delhi,Health & Family Welfare
790,17124,National Plasma Fraction Centre,Health & Family Welfare
791,17125,National Instt.of Virology,Health & Family Welfare
792,17126,"ICMR Virus Unit, Kolkata",Health & Family Welfare
793,17127,National Aids Instt. Pune,Health & Family Welfare
794,17128,Cancer Division,Health & Family Welfare
795,17129,National Instt. of Communicable Diseases,Health & Family Welfare
796,17130,"JIPMER, Pondicherry",Health & Family Welfare
797,17131,"Instt. of Hygiene, Kolkata",Health & Family Welfare
798,17132,Central Research Instt. Kasauli,Health & Family Welfare
799,17133,"RSTC, Najafgarh",Health & Family Welfare
800,17134,"All India Instt. of PMR, Mumbai",Health & Family Welfare
801,17135,DGHS Headquarter,Health & Family Welfare
802,17136,DGHS (Leprosy),Health & Family Welfare
803,17137,DGHS (TB Division),Health & Family Welfare
804,17138,"DGHS, Opthalmo",Health & Family Welfare
805,17139,CGHS Headquarter,Health & Family Welfare
806,17140,"CGHS, Ayurved",Health & Family Welfare
807,17141,"Central Health Education Bureau, Delhi",Health & Family Welfare
808,17142,"Govt. Medical Stores Depot., Delhi",Health & Family Welfare
809,17143,"Govt. Medical Stores Depot, Chennai",Health & Family Welfare
810,17144,"Govt. Medical Stores Depot, Kolkata",Health & Family Welfare
811,17145,Safdarjung Hospital,Health & Family Welfare
812,17146,Kalavati Hospital,Health & Family Welfare
813,17147,Ram Monohar Lohia Hospital,Health & Family Welfare
814,17148,Lady Harding Medical College,Health & Family Welfare
815,17149,RAK College of Nursing,Health & Family Welfare
816,17150,Lady Reading Health School,Health & Family Welfare
817,17151,"Indian Medicine Pharmaceutical Corpn. Ltd, Almora",Health & Family Welfare
818,17152,"INDIAN COUNCIL OF MEDICAL RESEARCH (ICMR), NEW DELHI",Health & Family Welfare
819,17153,"NATIONAL INSTITUTE OF HEALTH AND FAMILY WELFARE, MUNIRKA, NEW DELHI",Health & Family Welfare
820,17154,"General Section, Ministry of Health and Family Welfare",Health & Family Welfare
821,17155,"Central Institute of Psychiatry, Ranchi",Health & Family Welfare
822,17156,"CGHS, Kanpur",Health & Family Welfare
823,17157,"Central Indian Pharmacopoeia Laboratory, Ghaziabad",Health & Family Welfare
824,17158,"Central Leprosy Teaching and Research Institute, Chengalpattu",Health & Family Welfare
825,17159,"Government Medical Store Depot, Guwahati",Health & Family Welfare
826,17160,"National Population Stabilisation Fund, New Delhi",Health & Family Welfare
827,17161,H1N1 Flu Campaign,Health & Family Welfare
828,17162,National Academy of Medical Sciences,Health & Family Welfare
829,17163,Food Safety And Standard Authority Of India,Health & Family Welfare
830,17164,"Port Health Organisation,Kandla Port",Health & Family Welfare
831,17165,Central Medical Services Society(CMSS),Health & Family Welfare
832,17166,"Port Health Organisation,Kolkata Port",Health & Family Welfare
833,17167,"Port Health Organisation,Mumbai Fort",Health & Family Welfare
834,17168,"Port Health Organisation,Cochin",Health & Family Welfare
835,17169,"Vallabhbhai Patel Chest Institute,Delhi",Health & Family Welfare
836,17170,AIIMS BHOPAL,Health & Family Welfare
837,17171,Natioanl Organ And Tissue Transplant Organistaion (NOTTO),Health & Family Welfare
838,17172,National Programme for Prevention and Control of Fluorosis (NPPCF),Health & Family Welfare
839,17173,National Programme for the Health Care of the Elderly,Health & Family Welfare
840,17174,"Regional Institute of Paramedical and Nursing Sciences, Aizwal",Health & Family Welfare
841,17175,"Indian Pharmacopoeia Commission, Ghaziabad",Health & Family Welfare
842,17176,World Oral Health Day (WOHD),Health & Family Welfare
843,17177,"CGHS,Meerut",Health & Family Welfare
844,17178,Pasteur Institute of India,Health & Family Welfare
845,17179,LGB Regional Institute of Mental Health,Health & Family Welfare
846,17180,Ayushman Bharat Pradhan Mantri Jan Arogya Yojana(PMJAY),Health & Family Welfare
847,17181,"Post Graduate Institute of Medical Education and Research (PGIMER),RML Hospital",Health & Family Welfare
848,17182,"AIIMS,Rishikesh",Health & Family Welfare
849,17183,AIIMS.Deoghar,Health & Family Welfare
850,17184,"AIIMS,Bathinda",Health & Family Welfare
851,17185,Indian Red Cross Society,Health & Family Welfare
852,17186,"All india institute of medical sciences, Bibinagar",Health & Family Welfare
853,17187,Regional Office for Health and Family Welfare,Health & Family Welfare
854,17188,"AIIMS,Bilaspur",Health & Family Welfare
855,17189,"Project Management Unit, AIIMS, New Delhi",Health & Family Welfare
856,17201,Deptt. of AYUSH (IEC),Ayush
857,17202,Deptt. of AYUSH (Admn etc.),Ayush
858,17203,"National Medicinal Plants Board, Delhi",Ayush
859,17204,Central Council of Indian Medicine,Ayush
860,17205,Central Council for Yoga & Naturopathy,Ayush
861,17206,Central Council for Homoeopathy,Ayush
862,17207,Central Council for Unani,Ayush
863,17208,Central Council for Ayurveda & Siddha,Ayush
864,17209,"National Instt. of Homoeopathy, Kolkata",Ayush
865,17210,"National Intt. of Ayurveda, Jaipur",Ayush
866,17211,"National Intt. of Naturopaty, Pune",Ayush
867,17212,Rashtriya Ayurveda Vidyapeeth,Ayush
868,17213,"Morarji Desai Instt. of Yoga, Delhi",Ayush
869,17214,Gujarat Ayurvedic Instt. Jamnagar,Ayush
870,17215,"National Instt. of Siddha, Chennai",Ayush
871,17216,Central Council for Research In Ayurvedic Sciences,Ayush
872,17217,North East Institute Of Ayurveda And Homoeopathy (NEAIH),Ayush
873,17218,"NEIFM, Arunachal Pradesh",Ayush
874,17219,all India Institute of Ayurveda(AIIA),Ayush
875,17220,national Research Institute for Sowa-RIGPA,Ayush
876,17221,CCRH,Ayush
877,17301,Department of Health Research,Health & Family Welfare
878,17302,Bhopal Memorial Hospital and Research Centre,Health & Family Welfare
879,18101,Deptt. of Heavy Industries,Heavy Industries & Public Enterprises
880,18102,Heavy Engineering Corporation Ltd. Ranchi,Heavy Industries & Public Enterprises
881,18103,Cement Corporation of India,Heavy Industries & Public Enterprises
882,18104,Hindustan Copper Limited,Heavy Industries & Public Enterprises
883,18105,Deptt. of  Public Enterprises,Heavy Industries & Public Enterprises
884,18106,"Hindustan PREFEB Limited, Jangpura, New Delhi",Heavy Industries & Public Enterprises
885,18107,"NEPA Limited, Nepanagar",Heavy Industries & Public Enterprises
886,18108,"Heavy Engineering Corporation Ltd., New Delhi",Heavy Industries & Public Enterprises
887,18109,"Bharat Bhari Udyog Nigam Limited, Kolkata",Heavy Industries & Public Enterprises
888,18110,"Bharat Heavy Electricals Limited (BHEL), Ranipet ",Heavy Industries & Public Enterprises
889,18111,Hindustan Cables Limited,Heavy Industries & Public Enterprises
890,18112,Hindustan Salts Limited,Heavy Industries & Public Enterprises
891,18113,Rajasthan Electronics & Instruments Limited,Heavy Industries & Public Enterprises
892,18114,"Bharat Heavy Electricals Limited (BHEL), New Delhi",Heavy Industries & Public Enterprises
893,18115,"Central Manufacturing Technology Institute,Bengaluru",Heavy Industries & Public Enterprises
894,19101,"M/o.  Home Affairs  (JS, Admn., Public etc.)",Home Affairs
895,19102,"M/o. Home Affairs, Disaster Management Division",Home Affairs
896,19103,"M/o. Home Affairs, Border Management Division",Home Affairs
897,19104,"M/o. Home Affairs, Foreigners Division, Jaisalmer House.",Home Affairs
898,19105,"M/o. Home Affairs, Freedom Fighter Division, Lok Nayak Bhavan",Home Affairs
899,19106,National Disaster Management Authority,Home Affairs
900,19107,National Instt. of Disaster Management,Home Affairs
901,19108,"Registrar General of India(Headquarters), Man Singh Road, New Delhi",Home Affairs
902,19109,RGI(VS Divn.) & Directors of Census Operations,Home Affairs
903,19110,Border Security Force,Home Affairs
904,19111,Central Reserve Police Force,Home Affairs
905,19112,Indo Tibetan Border Police - Establishment,Home Affairs
906,19113,"Central Industrial Security Force,Recruitment",Home Affairs
907,19114,Sashtra Seema Bal-Recruitment,Home Affairs
908,19115,National Security Guards,Home Affairs
909,19116,Intelligence Bureau,Home Affairs
910,19117,Bureau of Police Research & Development,Home Affairs
911,19118,National Crime Record Bureau,Home Affairs
912,19119,Dte. of  Forensic Science,Home Affairs
913,19120,"Central Forensic Science Laboratory, Kolkata",Home Affairs
914,19121,"Central Forensic Science Laboratory, Hyderabad",Home Affairs
915,19122,"Central Forensic Science Laboratory, Chandigarh",Home Affairs
916,19123,"Central Forensic Science Laboratory, Shimla",Home Affairs
917,19124,Assam Rifles,Home Affairs
918,19125,National Institute of Criminology & Forensic Science,Home Affairs
919,19126,Narcotics Control Bureau,Home Affairs
920,19127,DG Civil Defence,Home Affairs
921,19128,National Foundation for Communal Harmony,Home Affairs
922,19129,Director of Coordination (Police Wireless),Home Affairs
923,19130,"Commission on Centre State Relations, Vigyan Bhawan Ann., New Delhi",Home Affairs
924,19131,"Central Forensic Science Laboratory, New Delhi",Home Affairs
925,19132,Dte. Of National Disaster Response Force(NDRF & CD),Home Affairs
926,19133,"National Investigation Agency, New Delhi",Home Affairs
927,19134,"Inter-state Council Secretariat, New Delhi",Home Affairs
928,19135,"National Fire Service College,Nagpur",Home Affairs
929,19136,DGCD-Fire Project Cell,Home Affairs
930,19137,New Delhi Municipal Council,Home Affairs
931,19138,National Intelligence Grid - NATGRID,Home Affairs
932,19139,Administration-V,Home Affairs
933,19140,"Central Reserve Police Force,Recruitment",Home Affairs
934,19141,"Central Industrial Security Force,Advertisement",Home Affairs
935,19142,Land Ports Authority of India,Home Affairs
936,19143,Indo Tibetan Border Police - Recruitment,Home Affairs
